기관명,분류,검진실 전화번호,대표번호,도시,지역구,상세주소,관련 검진수,일반검진,위암검진,간암검진,대장암검진,유방암검진,우편번호,권역,위도(X),경도(Y),정렬용_지역키
송내과의원,내과의원,032-812-2111,032-812-2111,인천광역시,연수구,"인천광역시 연수구 송도과학로27번길 55 A동 305,306호 (송도동, 롯데캐슬 캠퍼스타운) ",4,TRUE,TRUE,TRUE,TRUE,FALSE,21982,수도권,126.665127593356,37.3892363233087,28_185
우리산부인과의원,의원,032-818-5121,032-818-5121,인천광역시,연수구,인천광역시 연수구 앵고개로 254 (동춘동),1,FALSE,FALSE,FALSE,FALSE,TRUE,21972,수도권,126.6717733076,37.4080115316383,28_185
현대성모의원,의원,032-816-1367,032-816-1367,인천광역시,연수구,인천광역시 연수구 함박뫼로 28 (청학동),3,TRUE,TRUE,TRUE,FALSE,FALSE,21917,수도권,126.672062418346,37.4198880769522,28_185
이든의원,의원,032-815-0590,032-815-0590,인천광역시,연수구,"인천광역시 연수구 선학로 101 2층 (선학동, 뉴서울아파트상가)",0,FALSE,FALSE,FALSE,FALSE,FALSE,21910,수도권,126.700683721051,37.4256131888095,28_185
최대경여성의원,의원,032-813-1616,032-813-1616,인천광역시,연수구,인천광역시 연수구 앵고개로 250 (동춘동),0,FALSE,FALSE,FALSE,FALSE,FALSE,21972,수도권,126.671505201962,37.4081836019612,28_185
부부내과의원,내과의원,032-831-1888,032-831-1888,인천광역시,연수구,인천광역시 연수구 독배로40번길 29 (옥련동),3,TRUE,TRUE,TRUE,FALSE,FALSE,21949,수도권,126.646575380028,37.4245001696698,28_185
글로벌송도의원,의원,032-295-1000,032-295-1000,인천광역시,연수구,"인천광역시 연수구 송도문화로28번길 28 203동 210호 (송도동, 글로벌 캠퍼스푸르지오 상가)",3,TRUE,TRUE,TRUE,FALSE,FALSE,21986,수도권,126.654641972645,37.3780782129918,28_185
한솔내과의원,내과의원,032-818-1888,032-818-1888,인천광역시,연수구,인천광역시 연수구 용담로 131 (연수동),2,TRUE,FALSE,TRUE,FALSE,FALSE,21929,수도권,126.679143551881,37.4140271229057,28_185
이이주내과의원,내과의원,032-817-7114,032-817-7114,인천광역시,연수구,"인천광역시 연수구 앵고개로 242 2층 (동춘동, 연수제일상가)",5,TRUE,TRUE,TRUE,TRUE,TRUE,21972,수도권,126.650922609596,37.3956677979975,28_185
송도내과의원,내과의원,032-851-7505,032-851-7505,인천광역시,연수구,"인천광역시 연수구 해돋이로120번길 16 201호 (송도동, 송도신도시풍림아이원 2단지 상가)",3,TRUE,TRUE,FALSE,TRUE,FALSE,21995,수도권,126.652130835326,37.3942581122754,28_185
솔이산부인과의원,의원,032-834-1118,032-834-1118,인천광역시,연수구,"인천광역시 연수구 독배로 35 (옥련동,IF빌딩 4층)",0,FALSE,FALSE,FALSE,FALSE,FALSE,21958,수도권,126.644431339104,37.4239015943626,28_185
올리브여성의원,의원,032-813-0075,032-813-0075,인천광역시,연수구,인천광역시 연수구 학나래로6번길 6 서천빌딩 (선학동),1,FALSE,FALSE,FALSE,FALSE,TRUE,21911,수도권,126.696828471774,37.4235713068503,28_185
우리외과의원,의원,032-814-9393,032-814-9393,인천광역시,연수구,"인천광역시 연수구 먼우금로 194 3층 304호 (연수동, 두손메카)",5,TRUE,TRUE,TRUE,TRUE,TRUE,21927,수도권,126.677011603034,37.4143302759357,28_185
현대의원,의원,032-816-7981,032-816-7981,인천광역시,연수구,"인천광역시 연수구 원인재로 14 2층 (동춘동, 무지개마을상가)",0,FALSE,FALSE,FALSE,FALSE,FALSE,21977,수도권,126.67002710874,37.4012849960886,28_185
송도여성의원,의원,032-859-0075,032-859-0075,인천광역시,연수구,"인천광역시 연수구 신송로 122 (송도동,송도프라자 2층 201호)",0,FALSE,FALSE,FALSE,FALSE,FALSE,21994,수도권,126.652435342156,37.3958130831592,28_185
연세최선내과의원,내과의원,032-859-7582,032-859-7582,인천광역시,연수구,"인천광역시 연수구 신송로125번길 7 4층 (송도동, 이리옴프라자)",5,TRUE,TRUE,TRUE,TRUE,TRUE,21995,수도권,126.651558363049,37.3949476876212,28_185
송도이.이.주내과의원,내과의원,032-858-3114,032-858-3114,인천광역시,연수구,"인천광역시 연수구 신송로 153 더 마란츠타워 801,802호 (송도동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,22002,수도권,126.650922609596,37.3956677979975,28_185
마음속내과의원,내과의원,032-831-2208,032-831-2208,인천광역시,연수구,"인천광역시 연수구 독배로40번길 11 401,402,403호 (옥련동, 효명프라자)",5,TRUE,TRUE,TRUE,TRUE,TRUE,21949,수도권,126.645636090343,37.4245267307736,28_185
삼성스마일의원,의원,032-833-4976,032-833-4976,인천광역시,연수구,인천광역시 연수구 앵고개로104번길 4 준빌딩 4층 402호 (동춘동),4,TRUE,TRUE,TRUE,TRUE,FALSE,21980,수도권,126.657053495126,37.4123895933613,28_185
닥터김내과의원,내과의원,032-811-1001,032-811-1001,인천광역시,연수구,"인천광역시 연수구 용담로 11 2층 (청학동, 시대아파트상가)",4,TRUE,TRUE,TRUE,TRUE,FALSE,21916,수도권,126.669127841807,37.4214782994295,28_185
메디모아의원,의원,032-816-1575,032-816-1575,인천광역시,연수구,"인천광역시 연수구 경원대로 184 2층 (동춘동, 이마트연수점)",0,FALSE,FALSE,FALSE,FALSE,FALSE,21975,수도권,126.681119564924,37.4042185993456,28_185
연수이이주내과의원,내과의원,032-818-8114,032-818-8114,인천광역시,연수구,인천광역시 연수구 먼우금로188번길 12 이리옴3빌딩 3층 303호 (연수동),5,TRUE,TRUE,TRUE,TRUE,TRUE,21927,수도권,126.676505994809,37.4134105785596,28_185
미래제일산부인과의원,의원,032-245-0101,032-245-0101,인천광역시,연수구,"인천광역시 연수구 먼우금로 189 501호 (청학동, 소망빌딩)",1,FALSE,FALSE,FALSE,FALSE,TRUE,21926,수도권,126.675854076121,37.4146240826171,28_185
의료법인 이원의료재단 이원의원,의원,032-210-2378,032-210-2270,인천광역시,연수구,인천광역시 연수구 하모니로 291 (송도동),1,TRUE,FALSE,FALSE,FALSE,FALSE,22014,수도권,126.635474904757,37.3726587163452,28_185
의료법인 루가의료재단 지안의원,의원,1661-0033,032-830-2700,인천광역시,연수구,"인천광역시 연수구 센트럴로 263 송도국제업무단지 C8-2블럭 업무복합시설 6,7층 (송도동)",4,FALSE,TRUE,TRUE,TRUE,TRUE,22006,수도권,126.633942580219,37.3980385655944,28_185
서울삼성내과의원,내과의원,032-833-1933,032-833-1933,인천광역시,연수구,인천광역시 연수구 신송로 161 송도 하이츠 5층 506호 (송도동),2,TRUE,FALSE,TRUE,FALSE,FALSE,22002,수도권,126.648438814711,37.3975947436549,28_185
이강연유외과의원,의원,032-818-6825,032-818-6825,인천광역시,연수구,인천광역시 연수구 앵고개로246번길 10 (동춘동),1,FALSE,FALSE,FALSE,FALSE,TRUE,21972,수도권,126.67060441392,37.4084167115333,28_185
연수베스트내과의원,내과의원,032-817-5550,032-817-5550,인천광역시,연수구,"인천광역시 연수구 먼우금로 189 2층 (청학동, 소망글로벌)",5,TRUE,TRUE,TRUE,TRUE,TRUE,21926,수도권,126.675854076121,37.4146240826171,28_185
옥련삼성내과의원,내과의원,032-831-9554,032-831-9554,인천광역시,연수구,인천광역시 연수구 독배로 42 해창빌딩 4~5층 (옥련동),5,TRUE,TRUE,TRUE,TRUE,TRUE,21949,수도권,126.644900830868,37.4245060536721,28_185
연수제일내과의원,내과의원,032-813-8136,032-813-8136,인천광역시,연수구,인천광역시 연수구 학나래로6번길 3 2층 (선학동),5,TRUE,TRUE,TRUE,TRUE,TRUE,21911,수도권,126.696844706827,37.4239718494068,28_185
송도유외과의원,의원,032-817-6875,032-817-6875,인천광역시,연수구,인천광역시 연수구 송도국제대로 157 오네스타 6층 (송도동),1,FALSE,FALSE,FALSE,FALSE,TRUE,21984,수도권,126.656664161119,37.3809410558608,28_185
다원여성의원,의원,032-831-1500,032-831-1500,인천광역시,연수구,인천광역시 연수구 컨벤시아대로 69 송도 밀레니엄 412호 (송도동),0,FALSE,FALSE,FALSE,FALSE,FALSE,21995,수도권,126.650955929786,37.3957153799876,28_185
밀레니엄서울내과의원,내과의원,032-851-1001,032-851-1001,인천광역시,연수구,인천광역시 연수구 컨벤시아대로 69 송도 밀레니엄 4층 402호 (송도동),5,TRUE,TRUE,TRUE,TRUE,TRUE,21995,수도권,126.650955929786,37.3957153799876,28_185
윰산부인과의원,의원,032-858-3773,032-858-3773,인천광역시,연수구,"인천광역시 연수구 인천타워대로132번길 34 라이크홈메디컬센터 1동 2,5층 204,503호 (송도동)",0,FALSE,FALSE,FALSE,FALSE,FALSE,21998,수도권,126.64394494869,37.386363983184,28_185
송도베스트내과의원,내과의원,032-716-9797,032-716-9797,인천광역시,연수구,"인천광역시 연수구 송도국제대로 157 오네스타 6층 601,602,603,604-1,609호 (송도동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,21984,수도권,126.656664161119,37.3809410558608,28_185
의료법인 마크로젠의료재단 진헬스의원,의원,032-831-3200,032-831-3200,인천광역시,연수구,"인천광역시 연수구 인천타워대로132번길 34 6,7,8층 (송도동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,21998,수도권,126.64394494869,37.386363983184,28_185
송도센트럴내과의원,내과의원,032-833-0003,032-832-0000,인천광역시,연수구,인천광역시 연수구 컨벤시아대로 165 포스코타워-송도 4층 일부호 (송도동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,21998,수도권,126.644442676851,37.3891408885668,28_185
송도퍼스트내과의원,내과의원,032-227-0770,032-227-0770,인천광역시,연수구,"인천광역시 연수구 하모니로 158 송도타임스페이스 B동 4층 401,402,403,404,405호 (송도동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,21998,수도권,126.64225604799,37.3832947004154,28_185
건강한내과의원,내과의원,032-715-4567,032-715-4567,인천광역시,연수구,인천광역시 연수구 앵고개로 266 연수2차한양아파트 상가A동 지상1층 (동춘동),4,TRUE,TRUE,TRUE,TRUE,FALSE,21973,수도권,126.672819572061,37.4069721358084,28_185
연세추의원,의원,032-832-5775,032-832-5775,인천광역시,연수구,"인천광역시 연수구 하모니로178번길 22 GTX센트럴 5층 501,502,502-1호 (송도동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,22011,수도권,126.640836317921,37.3830722603442,28_185
로이여성의원,의원,032-229-1234,032-229-1234,인천광역시,연수구,"인천광역시 연수구 컨벤시아대로230번길 54 닥터플러스몰 6층 A614,A615,A616호 (송도동)",0,FALSE,FALSE,FALSE,FALSE,FALSE,22009,수도권,126.634032775089,37.3890111897813,28_185
플러스정형외과의원,의원,032-859-8000,032-859-8000,인천광역시,연수구,"인천광역시 연수구 컨벤시아대로230번길 54 H101일부,H104,H105,H201,H301,H401일부,H501,H601호 1~6층 (송도동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,22009,수도권,126.634032775089,37.3890111897813,28_185
송도미래내과의원,내과의원,032-831-2500,032-831-2500,인천광역시,연수구,인천광역시 연수구 해돋이로172번길 42 B.M빌딩 4층 (송도동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,22002,수도권,126.648034628268,37.3980277414508,28_185
시너지내과신경과의원,내과의원,032-227-1114,032-227-1114,인천광역시,연수구,"인천광역시 연수구 하모니로178번길 6 501,502,503,504호 (송도동) ",2,TRUE,FALSE,TRUE,FALSE,FALSE,22011,수도권,126.641368803184,37.382340086168,28_185
송도사랑내과의원,내과의원,032-867-7775,032-867-7775,인천광역시,연수구,인천광역시 연수구 아트센터대로 87 커낼워크D4 WINTER 402동 2층 221호 (송도동) ,3,TRUE,TRUE,TRUE,FALSE,FALSE,22002,수도권,126.640151020131,37.4023784481142,28_185
연수리더스내과의원,내과의원,032-719-9988,032-719-9988,인천광역시,연수구,인천광역시 연수구 용담로 153 대동월드스포츠센터 2층 203호 (연수동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,21930,수도권,126.681402757017,37.4132780914235,28_185
송도조앤내과의원,내과의원,032-859-1275,032-859-1275,인천광역시,연수구,"인천광역시 연수구 해돋이로152번길 9 3층 301,302,303,304호 (송도동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,22002,수도권,126.647089398704,37.3949839903136,28_185
곽생로 여성의원,의원,032-858-7117,032-858-7117,인천광역시,연수구,인천광역시 연수구 테크노파크로111번길 4 드 메티스 빌딩 1층 일부호 2~5층 (송도동) ,1,FALSE,FALSE,FALSE,FALSE,TRUE,21998,수도권,126.644252295491,37.3860567597007,28_185
송도탑내과의원,내과의원,032-719-8089,032-719-8089,인천광역시,연수구,"인천광역시 연수구 인천타워대로 365 301동 305~312호 (송도동, 힐스테이트 송도 더스카이) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,22007,수도권,126.628247602034,37.4020800569367,28_185
송도웰니스내과의원,내과의원,032-832-2040,032-832-2040,인천광역시,연수구,"인천광역시 연수구 랜드마크로360번길 40 304동 103~107,109,110,창고1~3호 (송도동, 송도자이크리스탈오션) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,22025,수도권,126.611588474368,37.3866307417191,28_185
송도스마트내과의원,내과의원,032-821-6886,032-821-6886,인천광역시,연수구,"인천광역시 연수구 첨단대로 40 에스파이브시티 3층 B303,B304호 (송도동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,21988,수도권,126.650355172176,37.3700260777107,28_185
송도에이스내과의원,내과의원,032-858-5585,032-858-5585,인천광역시,연수구,"인천광역시 연수구 센트럴로 415 힐스테이트 송도 더테라스 판매시설동 106동 2층 204,207~211호 (송도동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,22020,수도권,126.626941414901,37.4108764303445,28_185
송도이든내과의원,내과의원,032-833-7570,032-833-7570,인천광역시,연수구,"인천광역시 연수구 인천타워대로197번길 16 3층 341,342호 (송도동) ",4,TRUE,TRUE,TRUE,TRUE,FALSE,22009,수도권,126.635327347312,37.389004286781,28_185
키오름성장의원,의원,032-721-7537,032-721-7537,인천광역시,연수구,"인천광역시 연수구 해돋이로171번길 11 2층 220,221호 (송도동, 송도 센트럴파크 리버리치) ",0,FALSE,FALSE,FALSE,FALSE,FALSE,22003,수도권,126.64462119093,37.3937611252816,28_185
의료법인 길의료재단 길병원,종합병원,-1577-2299,010-1577-2299,인천광역시,남동구,인천광역시 남동구 남동대로774번길 21-0 의료법인길의료재단길병원,4,FALSE,TRUE,TRUE,TRUE,TRUE,21565,수도권,126.709694847797,37.4520993874984,28_200
인천힘찬종합병원,종합병원,032-459-3144,032-1899-2220,인천광역시,남동구,인천광역시 남동구 논현로 72-0 인천힘찬종합병원,4,FALSE,TRUE,TRUE,TRUE,TRUE,21655,수도권,126.714686842521,37.4010623210134,28_200
전병원,병원,032-464-6181,-,인천광역시,남동구,"인천광역시 남동구 인주대로 845 847, 하촌로 4-20동 (만수동, 신성빌딩) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,21540,수도권,126.73132974892,37.4487084180183,28_200
모두병원,병원,032-430-0931,1588-0255,인천광역시,남동구,"인천광역시 남동구 논고개로 88 외 논고개로90 3층호 (논현동, 지하1층전부,1층일부,2,3,4,5,6,7층전부)",5,TRUE,TRUE,TRUE,TRUE,TRUE,21667,수도권,126.726001560197,37.3995712259321,28_200
국제바로병원,병원,032-722-8585,032-722-8585,인천광역시,남동구,"인천광역시 남동구 석정로 518 1층일부, 2층일부 ~ 9층 (간석동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,21504,수도권,126.693226276277,37.4655067884563,28_200
대찬병원,병원,032-438-3025,1522-3266,인천광역시,남동구,"인천광역시 남동구 인주대로 590 1층일부, 2~8층, 9층일부 (구월동)",4,TRUE,TRUE,TRUE,TRUE,FALSE,21570,수도권,126.702508739822,37.4497384395945,28_200
서울바른척도병원,병원,-1522-9988,1522-9988,인천광역시,남동구,"인천광역시 남동구 구월로 233 1층일부,2~5층 전체호 (구월동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,21547,수도권,126.716456340874,37.4564054223967,28_200
연세와병원,병원,032-223-8200,1599-1955,인천광역시,남동구,"인천광역시 남동구 정각로 2 인천연세와병원 본관 지1층, 2~8층, 별관 1~4층, 옥탑 1~2층 (구월동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,21557,수도권,126.702170864258,37.4549458781481,28_200
새희망병원,병원,032-431-2555,431-2555,인천광역시,남동구,인천광역시 남동구 남동대로922번길 54 새희망병원 (간석동),1,TRUE,FALSE,FALSE,FALSE,FALSE,21544,수도권,126.711482513207,37.4648482738213,28_200
장앤탑내과재활의학과의원,내과의원,032-467-9911,032-467-9911,인천광역시,남동구,"인천광역시 남동구 구월로 212 226호,227호,239호,242호 (구월동, 힐캐슬프라자)",4,TRUE,TRUE,TRUE,TRUE,FALSE,21561,수도권,126.714028470647,37.455992676305,28_200
인구보건복지협회인천지회가족보건의원,의원,032-451-4000,032-451-4000,인천광역시,남동구,인천광역시 남동구 용천로 142 (간석동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,21546,수도권,126.714892168376,37.4622210987901,28_200
박재홍내과의원,내과의원,032-465-0500,032-465-0500,인천광역시,남동구,인천광역시 남동구 인주대로 861 (만수동),5,TRUE,TRUE,TRUE,TRUE,TRUE,21540,수도권,126.733141207753,37.4486161138008,28_200
이광래내과의원,내과의원,032-891-3456,032-891-3456,인천광역시,남동구,"인천광역시 남동구 인하로 568 8층 전체호 (구월동, 아시아드타워(상업5-2))",5,TRUE,TRUE,TRUE,TRUE,TRUE,21582,수도권,126.709710086916,37.4425108644125,28_200
